title,rating
Light From Many Lamps,4.31
The Complete Poems of Dorothy Parker,4.38
Something to Someone,4.48
Book of Dreams,3.44
Chasers of the Light,4.22
Just Us,5.0
Zen Pencils,4.52
Consolations,4.43
Between the Tides,4.8
The Witch Doesnt Burn in This One,3.78
The Ladys Not for Burning,4.03
Romance or the End,3.92
I Could Pee On This,3.96
Bronx Masquerade,3.97
Santas Twin,3.97
The Simple Gift,3.8
The Tiny Book of Tiny Stories Vol ,4.09
The Essential Rilke,4.17
Henry VI Part ,3.57
Sheep in a Jeep,4.12
Selected Poems,4.31
The Stream of Life,4.21
Selected Poems,4.11
EE Cummings,4.35
When God is a Traveller,3.81
When Women Were Birds,4.17
Sleeping and Waking,3.85
Granny Torrelli Makes Soup,3.83
Plainwater,4.29
Poems of Fernando Pessoa,4.51
Were Going on a Bear Hunt,4.27
Beren and Luthien,3.98
The Masters Tools Will Never Dismantle the Masters House,4.47
The Poems of Alexander Pope,3.97
The Sagas of Icelanders,4.3
One Stick Song,4.2
The Dore Illustrations for Dantes Divine Comedy,4.29
Love Poems from God,4.19
Each Peach Pear Plum,4.22
Stop Pretending,3.9
Charles Bukowski,4.2
I Had Trouble in Getting to Solla Sollew,4.21
A Tear and a Smile,4.0
Poems,4.41
Poetics,3.83
Why Are You a Vegan,5.0
Questions for Ada,4.37
Great Tales and Poems,4.18
Always Coming Home,4.02
Songs of Innocence,4.09
The Last Gold of Expired Stars,4.75
The Dead and the Living,4.17
Wild Ducks Flying Backward,3.55
Snow,3.75
Les Poetes Maudits,4.11
The Typewriter Is Holy,3.97
Drops Like Stars,4.04
Starbook,3.46
Myths Texts,4.14
The Selected Poems,4.32
The Ballad of the White Horse,4.25
Poems and Prose,4.55
All American Poem,4.11
Markings,4.18
Venus and Adonis,3.63
Keats,4.18
Crank Trilogy,4.65
Waiting,3.92
You My Love,5.0
The Soul Is Here For Its Own Joy,4.24
War Is Kind and Other Poems,4.05
This Bridge Called My Back,4.49
My Secret Book,3.89
Dirty Beasts,4.01
Wind in a Box,4.24
Bosh and Flapdoodle,3.53
Chicken Soup with Rice,4.24
Other Words for Home,4.44
Poetry Language Thought,4.14
Paterson,4.14
The Best Day the Worst Day,4.18
Turtle Island,4.09
The Collected Poems of Frank OHara,4.34
Heartbeat,3.93
The Tale of Kieu,4.23
Ancient Mariner; Kubla Khan and Christabel,4.2
Legacy of a Pack Rat,3.89
On Lies Secrets and Silence,4.36
